account_id,region_code,weighted_pipeline_usd,avg_commit_probability,high_risk_flags,account_name,segment,product_family,contract_value_usd,renewal_date,active_users,support_tickets,satisfaction_score,risk_score,recommended_action
ACC-1203,AF,16757.02,0.3853333333333333,1,AF-Portfolio-204,commercial,security-analytics,56931.0,2026-10-25,80.0,2.0,88.24,41.1,Monitor account momentum and update scenario assumptions
ACC-1127,EU,36216.869999999995,0.45199999999999996,1,EU-Portfolio-128,mid-market,automation-suite,86827.0,2027-03-23,138.0,6.0,86.93,40.9,Monitor account momentum and update scenario assumptions
ACC-1089,AF,26862.91,0.48866666666666664,1,AF-Portfolio-090,commercial,security-analytics,62723.0,2027-01-01,68.0,1.0,74.11,40.7,Monitor account momentum and update scenario assumptions
ACC-1022,ME,84898.49,0.379,1,ME-Portfolio-023,mid-market,automation-suite,187784.0,2026-05-08,212.0,4.0,94.69,40.5,Monitor account momentum and update scenario assumptions
ACC-1087,LA,322992.97,0.59375,1,LA-Portfolio-088,enterprise,core-monitoring,614493.0,2026-09-29,450.0,13.0,81.75,40.4,Monitor account momentum and update scenario assumptions
ACC-1150,NA,207507.83000000002,0.5265,1,NA-Portfolio-151,enterprise,core-monitoring,366494.0,2026-11-13,721.0,12.0,89.19,40.4,Monitor account momentum and update scenario assumptions
ACC-1144,NA,156488.58000000002,0.479,0,NA-Portfolio-145,enterprise,core-monitoring,251136.0,2027-05-24,521.0,21.0,71.65,40.1,Monitor account momentum and update scenario assumptions
ACC-1034,ME,80246.97,0.5433333333333333,1,ME-Portfolio-035,mid-market,automation-suite,186573.0,2026-10-13,154.0,5.0,76.05,40.0,Monitor account momentum and update scenario assumptions
ACC-1197,AF,38141.54,0.7213333333333334,2,AF-Portfolio-198,commercial,security-analytics,56992.0,2027-01-06,88.0,2.0,87.29,40.0,Monitor account momentum and update scenario assumptions
ACC-1179,AF,13416.32,0.405,1,AF-Portfolio-180,commercial,security-analytics,41771.0,2026-12-25,47.0,1.0,88.47,39.8,Monitor account momentum and update scenario assumptions
ACC-1100,ME,62713.229999999996,0.422,1,ME-Portfolio-101,mid-market,automation-suite,238153.0,2026-09-26,142.0,1.0,86.59,39.7,Monitor account momentum and update scenario assumptions
ACC-1099,LA,153387.36,0.60075,1,LA-Portfolio-100,enterprise,core-monitoring,250883.0,2027-04-07,652.0,10.0,78.41,39.6,Monitor account momentum and update scenario assumptions
ACC-1172,ME,53044.0,0.4453333333333333,1,ME-Portfolio-173,mid-market,automation-suite,237907.0,2026-05-10,204.0,2.0,87.05,39.1,Monitor account momentum and update scenario assumptions
ACC-1152,AP,29436.89,0.4416666666666667,1,AP-Portfolio-153,commercial,security-analytics,60954.0,2026-06-01,74.0,0.0,84.06,39.1,Monitor account momentum and update scenario assumptions
ACC-1173,AF,26595.440000000002,0.47700000000000004,1,AF-Portfolio-174,commercial,security-analytics,50965.0,2027-03-14,49.0,1.0,81.27,39.1,Monitor account momentum and update scenario assumptions
ACC-1118,ME,32306.52,0.6273333333333334,1,ME-Portfolio-119,mid-market,automation-suite,82005.0,2026-04-30,154.0,7.0,71.91,38.9,Monitor account momentum and update scenario assumptions
ACC-1008,AP,18449.16,0.42133333333333334,1,AP-Portfolio-009,commercial,security-analytics,39158.0,2027-05-02,81.0,2.0,90.84,38.9,Monitor account momentum and update scenario assumptions
ACC-1036,NA,442495.08,0.60375,0,NA-Portfolio-037,enterprise,core-monitoring,612665.0,2027-03-14,698.0,27.0,70.69,38.5,Monitor account momentum and update scenario assumptions
ACC-1180,NA,413106.04000000004,0.63075,1,NA-Portfolio-181,enterprise,core-monitoring,684077.0,2027-02-28,515.0,11.0,79.64,38.5,Monitor account momentum and update scenario assumptions
ACC-1193,EU,63573.91,0.49866666666666665,1,EU-Portfolio-194,mid-market,automation-suite,128744.0,2026-05-22,204.0,5.0,87.19,38.5,Monitor account momentum and update scenario assumptions
ACC-1169,EU,138270.91,0.5246666666666667,1,EU-Portfolio-170,mid-market,automation-suite,232414.0,2027-02-04,220.0,4.0,82.75,38.2,Monitor account momentum and update scenario assumptions
ACC-1215,AF,35474.3,0.557,1,AF-Portfolio-216,commercial,security-analytics,77795.0,2026-08-14,46.0,1.0,74.77,37.8,Monitor account momentum and update scenario assumptions
ACC-1186,NA,299068.2,0.6975,1,NA-Portfolio-187,enterprise,core-monitoring,488373.0,2026-11-19,505.0,21.0,90.56,37.7,Monitor account momentum and update scenario assumptions
ACC-1013,EU,70236.14,0.6006666666666667,1,EU-Portfolio-014,mid-market,automation-suite,209876.0,2027-03-31,159.0,4.0,74.33,37.7,Monitor account momentum and update scenario assumptions
ACC-1025,EU,51493.71,0.624,1,EU-Portfolio-026,mid-market,automation-suite,128249.0,2027-05-05,244.0,11.0,83.57,37.6,Monitor account momentum and update scenario assumptions
ACC-1011,AF,38416.9,0.462,1,AF-Portfolio-012,commercial,security-analytics,72049.0,2026-12-24,48.0,1.0,89.25,37.3,Monitor account momentum and update scenario assumptions
ACC-1065,AF,20128.01,0.46399999999999997,1,AF-Portfolio-066,commercial,security-analytics,48740.0,2027-02-04,87.0,1.0,88.73,37.3,Monitor account momentum and update scenario assumptions
ACC-1055,EU,89800.89,0.65,1,EU-Portfolio-056,mid-market,automation-suite,159463.0,2026-11-05,232.0,7.0,75.91,36.8,Monitor account momentum and update scenario assumptions
ACC-1111,LA,476794.02999999997,0.53325,0,LA-Portfolio-112,enterprise,core-monitoring,680031.0,2027-01-07,716.0,30.0,91.18,36.7,Monitor account momentum and update scenario assumptions
ACC-1092,AP,32974.09,0.478,1,AP-Portfolio-093,commercial,security-analytics,89299.0,2026-05-23,72.0,2.0,90.59,36.7,Monitor account momentum and update scenario assumptions
ACC-1095,AF,31044.340000000004,0.48666666666666664,1,AF-Portfolio-096,commercial,security-analytics,50594.0,2026-10-17,70.0,2.0,89.47,36.7,Monitor account momentum and update scenario assumptions
ACC-1059,AF,20833.54,0.545,1,AF-Portfolio-060,commercial,security-analytics,57929.0,2026-10-27,56.0,2.0,81.83,36.7,Monitor account momentum and update scenario assumptions
ACC-1174,NA,106701.64,0.6195,0,NA-Portfolio-175,enterprise,core-monitoring,225927.0,2026-04-27,644.0,30.0,80.16,36.6,Monitor account momentum and update scenario assumptions
ACC-1184,ME,60666.899999999994,0.5103333333333334,1,ME-Portfolio-185,mid-market,automation-suite,117196.0,2026-08-14,143.0,6.0,93.49,36.6,Monitor account momentum and update scenario assumptions
ACC-1050,AP,23152.72,0.5643333333333334,1,AP-Portfolio-051,commercial,security-analytics,59893.0,2026-09-20,75.0,1.0,77.94,36.6,Monitor account momentum and update scenario assumptions
ACC-1066,NA,219558.45,0.6075,1,NA-Portfolio-067,enterprise,core-monitoring,333703.0,2027-05-25,393.0,8.0,84.39,36.5,Monitor account momentum and update scenario assumptions
ACC-1112,ME,59942.36,0.519,1,ME-Portfolio-113,mid-market,automation-suite,141321.0,2027-02-08,191.0,2.0,85.87,36.5,Monitor account momentum and update scenario assumptions
ACC-1082,ME,46834.770000000004,0.4503333333333333,1,ME-Portfolio-083,mid-market,automation-suite,80358.0,2026-11-09,132.0,2.0,95.01,36.5,Monitor account momentum and update scenario assumptions
ACC-1088,ME,41331.99,0.5736666666666667,1,ME-Portfolio-089,mid-market,automation-suite,147658.0,2026-07-18,247.0,3.0,80.46,36.5,Monitor account momentum and update scenario assumptions
ACC-1091,EU,93334.05,0.5116666666666667,1,EU-Portfolio-092,mid-market,automation-suite,229457.0,2026-12-02,140.0,4.0,90.67,36.4,Monitor account momentum and update scenario assumptions
ACC-1110,AP,33865.64,0.42,1,AP-Portfolio-111,commercial,security-analytics,88044.0,2026-05-08,48.0,0.0,95.9,36.4,Monitor account momentum and update scenario assumptions
ACC-1004,ME,24333.010000000002,0.49866666666666665,1,ME-Portfolio-005,mid-market,automation-suite,76492.0,2026-06-03,245.0,3.0,90.79,36.4,Monitor account momentum and update scenario assumptions
ACC-1053,AF,23120.86,0.5406666666666666,1,AF-Portfolio-054,commercial,security-analytics,51991.0,2026-09-17,46.0,0.0,80.08,36.3,Monitor account momentum and update scenario assumptions
ACC-1041,AF,12423.91,0.4696666666666667,1,AF-Portfolio-042,commercial,security-analytics,35834.0,2027-03-25,68.0,1.0,91.48,36.3,Monitor account momentum and update scenario assumptions
ACC-1049,EU,72957.82999999999,0.517,1,EU-Portfolio-050,mid-market,automation-suite,142682.0,2027-02-20,147.0,2.0,87.96,36.0,Monitor account momentum and update scenario assumptions
ACC-1124,ME,38324.67,0.503,1,ME-Portfolio-125,mid-market,automation-suite,107467.0,2026-07-01,178.0,2.0,90.62,35.7,Monitor account momentum and update scenario assumptions
ACC-1209,AF,31580.160000000003,0.5056666666666666,1,AF-Portfolio-210,commercial,security-analytics,62488.0,2026-10-30,47.0,0.0,87.55,35.5,Monitor account momentum and update scenario assumptions
ACC-1040,ME,82497.48999999999,0.5833333333333334,1,ME-Portfolio-041,mid-market,automation-suite,157163.0,2027-02-01,204.0,9.0,93.71,35.2,Monitor account momentum and update scenario assumptions
ACC-1141,LA,394390.76,0.5642499999999999,1,LA-Portfolio-142,enterprise,core-monitoring,683334.0,2027-01-18,554.0,5.0,89.73,35.1,Monitor account momentum and update scenario assumptions
ACC-1154,ME,62694.81,0.6116666666666667,1,ME-Portfolio-155,mid-market,automation-suite,178316.0,2027-05-13,192.0,2.0,78.98,34.9,Monitor account momentum and update scenario assumptions
ACC-1125,AF,35194.38,0.5986666666666667,1,AF-Portfolio-126,commercial,security-analytics,79953.0,2026-11-26,61.0,1.0,78.81,34.9,Monitor account momentum and update scenario assumptions
ACC-1176,AP,24624.39,0.49266666666666664,1,AP-Portfolio-177,commercial,security-analytics,83036.0,2026-07-02,84.0,1.0,93.52,34.8,Monitor account momentum and update scenario assumptions
ACC-1205,EU,61205.6,0.5186666666666667,1,EU-Portfolio-206,mid-market,automation-suite,236931.0,2027-03-26,160.0,1.0,90.94,34.5,Monitor account momentum and update scenario assumptions
ACC-1212,AP,21681.13,0.5066666666666667,1,AP-Portfolio-213,commercial,security-analytics,60504.0,2026-06-06,67.0,1.0,92.38,34.5,Monitor account momentum and update scenario assumptions
ACC-1143,AF,24301.68,0.5730000000000001,1,AF-Portfolio-144,commercial,security-analytics,62054.0,2027-03-19,64.0,2.0,85.73,34.4,Monitor account momentum and update scenario assumptions
ACC-1136,ME,45723.47,0.564,1,ME-Portfolio-137,mid-market,automation-suite,217249.0,2027-03-13,219.0,6.0,93.99,34.3,Monitor account momentum and update scenario assumptions
ACC-1123,LA,158476.31,0.53925,0,LA-Portfolio-124,enterprise,core-monitoring,216150.0,2026-09-25,487.0,16.0,74.96,34.2,Monitor account momentum and update scenario assumptions
ACC-1167,AF,16386.059999999998,0.5716666666666667,1,AF-Portfolio-168,commercial,security-analytics,48274.0,2026-07-16,73.0,2.0,86.53,34.2,Monitor account momentum and update scenario assumptions
ACC-1030,NA,570350.48,0.669,1,NA-Portfolio-031,enterprise,core-monitoring,661281.0,2026-06-06,456.0,4.0,77.44,34.1,Monitor account momentum and update scenario assumptions
ACC-1222,NA,336984.11,0.625,1,NA-Portfolio-223,enterprise,core-monitoring,589892.0,2026-07-28,434.0,9.0,91.69,34.1,Monitor account momentum and update scenario assumptions
ACC-1185,AF,13041.060000000001,0.594,1,AF-Portfolio-186,commercial,security-analytics,25468.0,2027-03-13,83.0,3.0,85.47,34.1,Monitor account momentum and update scenario assumptions
ACC-1047,AF,12696.01,0.547,1,AF-Portfolio-048,commercial,security-analytics,36348.0,2027-03-22,66.0,2.0,90.98,33.9,Monitor account momentum and update scenario assumptions
ACC-1128,AP,31066.510000000002,0.5630000000000001,1,AP-Portfolio-129,commercial,security-analytics,72065.0,2027-05-11,61.0,1.0,87.85,33.6,Monitor account momentum and update scenario assumptions
ACC-1214,ME,64727.26,0.5433333333333333,1,ME-Portfolio-215,mid-market,automation-suite,139888.0,2026-11-05,205.0,2.0,94.06,33.1,Monitor account momentum and update scenario assumptions
ACC-1020,AP,19869.78,0.5693333333333334,1,AP-Portfolio-021,commercial,security-analytics,40599.0,2026-10-06,77.0,1.0,89.61,32.9,Monitor account momentum and update scenario assumptions
ACC-1074,AP,23718.59,0.6733333333333333,1,AP-Portfolio-075,commercial,security-analytics,64511.0,2027-05-15,57.0,1.0,76.67,32.6,Monitor account momentum and update scenario assumptions
ACC-1227,AF,29065.09,0.7096666666666667,1,AF-Portfolio-228,commercial,security-analytics,47813.0,2027-03-16,76.0,3.0,76.18,32.3,Monitor account momentum and update scenario assumptions
ACC-1223,EU,66396.95999999999,0.39266666666666666,0,EU-Portfolio-224,mid-market,automation-suite,131134.0,2026-08-10,187.0,3.0,79.51,32.0,Monitor account momentum and update scenario assumptions
ACC-1146,AP,30797.0,0.431,0,AP-Portfolio-147,commercial,security-analytics,66523.0,2027-04-14,79.0,3.0,75.44,31.7,Monitor account momentum and update scenario assumptions
ACC-1080,AP,43060.22,0.606,1,AP-Portfolio-081,commercial,security-analytics,83096.0,2027-03-24,60.0,2.0,90.94,31.5,Monitor account momentum and update scenario assumptions
ACC-1178,ME,30267.1,0.7116666666666666,1,ME-Portfolio-179,mid-market,automation-suite,98696.0,2026-12-25,131.0,3.0,78.65,31.5,Monitor account momentum and update scenario assumptions
ACC-1208,ME,52139.82000000001,0.6966666666666667,1,ME-Portfolio-209,mid-market,automation-suite,84470.0,2026-10-05,180.0,7.0,88.58,31.2,Monitor account momentum and update scenario assumptions
ACC-1090,NA,119303.89,0.48075,0,NA-Portfolio-091,enterprise,core-monitoring,197110.0,2027-03-06,429.0,6.0,77.49,30.6,Monitor account momentum and update scenario assumptions
ACC-1024,NA,126130.29,0.52675,0,NA-Portfolio-025,enterprise,core-monitoring,204497.0,2026-08-14,439.0,9.0,77.57,30.3,Monitor account momentum and update scenario assumptions
ACC-1073,EU,72472.45,0.486,0,EU-Portfolio-074,mid-market,automation-suite,219367.0,2027-05-20,212.0,2.0,72.85,29.7,Monitor account momentum and update scenario assumptions
ACC-1063,LA,202034.42,0.5715,0,LA-Portfolio-064,enterprise,core-monitoring,296718.0,2027-02-03,702.0,15.0,84.39,29.5,Monitor account momentum and update scenario assumptions
ACC-1196,ME,22791.96,0.5266666666666667,0,ME-Portfolio-197,mid-market,automation-suite,92674.0,2026-12-02,182.0,5.0,73.38,29.5,Monitor account momentum and update scenario assumptions
ACC-1079,EU,91805.18,0.6206666666666667,1,EU-Portfolio-080,mid-market,automation-suite,209369.0,2026-08-11,148.0,1.0,95.1,29.2,Monitor account momentum and update scenario assumptions
ACC-1199,EU,22666.25,0.4096666666666667,0,EU-Portfolio-200,mid-market,automation-suite,71840.0,2027-01-04,241.0,3.0,88.02,28.8,Monitor account momentum and update scenario assumptions
ACC-1232,ME,60668.869999999995,0.7716666666666666,1,ME-Portfolio-233,mid-market,automation-suite,146509.0,2027-03-05,173.0,6.0,85.0,28.7,Monitor account momentum and update scenario assumptions
ACC-1035,AF,30717.5,0.521,0,AF-Portfolio-036,commercial,security-analytics,83666.0,2027-03-02,60.0,2.0,71.82,28.6,Monitor account momentum and update scenario assumptions
ACC-1177,LA,211170.01,0.57875,0,LA-Portfolio-178,enterprise,core-monitoring,380897.0,2027-02-10,450.0,14.0,85.48,28.4,Monitor account momentum and update scenario assumptions
ACC-1002,AP,44480.64,0.5056666666666667,0,AP-Portfolio-003,commercial,security-analytics,72576.0,2026-07-28,72.0,2.0,76.22,27.9,Monitor account momentum and update scenario assumptions
ACC-1001,EU,59364.85,0.5603333333333333,0,EU-Portfolio-002,mid-market,automation-suite,181082.0,2027-01-17,203.0,9.0,81.82,27.7,Monitor account momentum and update scenario assumptions
ACC-1098,AP,33261.149999999994,0.5063333333333333,0,AP-Portfolio-099,commercial,security-analytics,74213.0,2026-06-22,72.0,2.0,76.86,27.7,Monitor account momentum and update scenario assumptions
ACC-1138,NA,153277.6,0.57175,0,NA-Portfolio-139,enterprise,core-monitoring,350951.0,2027-05-04,709.0,9.0,82.74,26.9,Monitor account momentum and update scenario assumptions
ACC-1071,AF,15949.64,0.5226666666666667,0,AF-Portfolio-072,commercial,security-analytics,33918.0,2027-02-27,69.0,2.0,77.71,26.8,Monitor account momentum and update scenario assumptions
ACC-1200,AP,19515.43,0.5803333333333334,0,AP-Portfolio-201,commercial,security-analytics,62401.0,2026-11-12,81.0,3.0,73.6,26.2,Monitor account momentum and update scenario assumptions
ACC-1068,AP,37479.979999999996,0.5976666666666667,0,AP-Portfolio-069,commercial,security-analytics,69527.0,2026-10-22,76.0,3.0,73.13,25.7,Monitor account momentum and update scenario assumptions
ACC-1104,AP,26263.9,0.59,0,AP-Portfolio-105,commercial,security-analytics,57327.0,2027-01-25,73.0,2.0,73.16,25.5,Monitor account momentum and update scenario assumptions
ACC-1016,ME,96205.88,0.6033333333333334,0,ME-Portfolio-017,mid-market,automation-suite,220161.0,2027-02-17,193.0,7.0,80.69,25.3,Monitor account momentum and update scenario assumptions
ACC-1019,EU,21895.660000000003,0.5473333333333333,0,EU-Portfolio-020,mid-market,automation-suite,109199.0,2027-03-04,186.0,1.0,81.56,24.2,Monitor account momentum and update scenario assumptions
ACC-1134,AP,13522.8,0.6353333333333333,0,AP-Portfolio-135,commercial,security-analytics,27512.0,2027-02-03,71.0,1.0,72.61,23.3,Monitor account momentum and update scenario assumptions
ACC-1145,EU,40132.090000000004,0.6146666666666666,0,EU-Portfolio-146,mid-market,automation-suite,108435.0,2027-05-01,207.0,2.0,79.44,22.6,Monitor account momentum and update scenario assumptions
ACC-1239,AF,24156.01,0.48700000000000004,0,AF-Portfolio-240,commercial,security-analytics,41189.0,2026-12-13,63.0,1.0,95.28,22.5,Monitor account momentum and update scenario assumptions
ACC-1221,AF,36585.17,0.6746666666666666,0,AF-Portfolio-222,commercial,security-analytics,76183.0,2027-04-28,80.0,2.0,72.94,22.2,Monitor account momentum and update scenario assumptions
ACC-1023,AF,19658.3,0.5556666666666666,0,AF-Portfolio-024,commercial,security-analytics,52277.0,2026-11-08,70.0,0.0,85.46,22.1,Monitor account momentum and update scenario assumptions
ACC-1028,ME,55240.96,0.5479999999999999,0,ME-Portfolio-029,mid-market,automation-suite,120676.0,2026-05-29,142.0,4.0,94.09,21.9,Monitor account momentum and update scenario assumptions
ACC-1217,EU,20644.66,0.526,0,EU-Portfolio-218,mid-market,automation-suite,85902.0,2027-05-07,158.0,2.0,94.19,21.7,Monitor account momentum and update scenario assumptions
ACC-1017,AF,26473.53,0.5943333333333333,0,AF-Portfolio-018,commercial,security-analytics,49225.0,2026-09-15,66.0,2.0,85.65,21.6,Monitor account momentum and update scenario assumptions
ACC-1109,EU,63857.03,0.7026666666666667,0,EU-Portfolio-110,mid-market,automation-suite,99046.0,2027-02-13,225.0,10.0,86.61,21.1,Monitor account momentum and update scenario assumptions
ACC-1130,ME,44388.25,0.5613333333333334,0,ME-Portfolio-131,mid-market,automation-suite,86827.0,2027-04-02,159.0,1.0,90.94,20.8,Monitor account momentum and update scenario assumptions
ACC-1211,EU,54581.229999999996,0.613,0,EU-Portfolio-212,mid-market,automation-suite,111758.0,2026-08-02,136.0,3.0,87.58,20.7,Monitor account momentum and update scenario assumptions
ACC-1044,AP,45441.31,0.5376666666666666,0,AP-Portfolio-045,commercial,security-analytics,89770.0,2027-04-23,75.0,0.0,92.7,20.7,Monitor account momentum and update scenario assumptions
ACC-1226,ME,56573.18,0.5870000000000001,0,ME-Portfolio-227,mid-market,automation-suite,212037.0,2026-05-29,186.0,5.0,94.97,20.6,Monitor account momentum and update scenario assumptions
ACC-1121,EU,22909.25,0.7273333333333333,0,EU-Portfolio-122,mid-market,automation-suite,72195.0,2026-12-31,199.0,5.0,76.9,20.4,Monitor account momentum and update scenario assumptions
ACC-1218,AP,20133.579999999998,0.6383333333333333,0,AP-Portfolio-219,commercial,security-analytics,38385.0,2026-10-12,56.0,1.0,81.93,20.4,Monitor account momentum and update scenario assumptions
ACC-1131,AF,41031.73,0.5283333333333333,0,AF-Portfolio-132,commercial,security-analytics,89461.0,2026-10-09,76.0,0.0,95.79,20.1,Monitor account momentum and update scenario assumptions
ACC-1229,EU,66382.77,0.665,0,EU-Portfolio-230,mid-market,automation-suite,153763.0,2026-07-12,244.0,4.0,85.2,19.9,Monitor account momentum and update scenario assumptions
ACC-1142,ME,61889.54,0.6136666666666667,0,ME-Portfolio-143,mid-market,automation-suite,168647.0,2027-05-01,215.0,2.0,89.4,19.7,Monitor account momentum and update scenario assumptions
ACC-1170,AP,28614.980000000003,0.638,0,AP-Portfolio-171,commercial,security-analytics,73909.0,2027-02-21,86.0,0.0,82.75,19.7,Monitor account momentum and update scenario assumptions
ACC-1133,EU,69369.4,0.6553333333333333,0,EU-Portfolio-134,mid-market,automation-suite,190454.0,2026-07-11,238.0,4.0,88.48,19.3,Monitor account momentum and update scenario assumptions
ACC-1233,AF,9562.19,0.605,0,AF-Portfolio-234,commercial,security-analytics,30980.0,2026-07-14,86.0,2.0,95.56,18.2,Monitor account momentum and update scenario assumptions
ACC-1113,AF,22509.690000000002,0.6506666666666666,0,AF-Portfolio-114,commercial,security-analytics,67379.0,2026-04-24,52.0,1.0,88.1,18.1,Monitor account momentum and update scenario assumptions
ACC-1164,AP,37733.07,0.603,0,AP-Portfolio-165,commercial,security-analytics,83867.0,2026-09-29,80.0,0.0,93.98,17.7,Monitor account momentum and update scenario assumptions
ACC-1086,AP,41228.86,0.6866666666666666,0,AP-Portfolio-087,commercial,security-analytics,78932.0,2026-07-12,81.0,0.0,85.1,17.0,Monitor account momentum and update scenario assumptions
ACC-1061,EU,101777.89,0.7636666666666666,0,EU-Portfolio-062,mid-market,automation-suite,218380.0,2026-12-03,181.0,8.0,94.66,15.2,Monitor account momentum and update scenario assumptions
ACC-1137,AF,24252.4,0.6946666666666665,0,AF-Portfolio-138,commercial,security-analytics,54275.0,2026-05-18,73.0,2.0,94.65,14.8,Monitor account momentum and update scenario assumptions
ACC-1062,AP,23438.760000000002,0.703,0,AP-Portfolio-063,commercial,security-analytics,41991.0,2027-05-26,75.0,1.0,92.12,14.8,Monitor account momentum and update scenario assumptions
